ID,College Name,Region,Location,District,Autonomus_Status,Boys_Total,Girls_Total,Website Link,Contact Number,Email Address,Tpo Name,Tpo Contact Number
5107,"Shri Gulabrao Deokar College of Engineering, Jalgaon",Nashik,"Gat No. 56,  P.B. NO. 113, Shirsoli Road, Jalgaon ",Jalgaon,Non-Autonomous,150,180,www.sgdcoejalgaon.org,2264871-0257,principal@sgdcoejalgaon.org,Shashikant B Patil,2264873-0257
5108,"Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering, Nashik",Nashik,"Udoji Maratha Boarding Campus, Near Pumping Station, Gangapur Road, Nashik",Nashik,Non-Autonomous,50,180,www.kbtcoe.org,2571439-102,principal@kbtcoe.org,Mrs. Shrushti J. Shinde,7378497999
5109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Nashik,"At Post mahiravani, Trimbak Road Dist Nashik",Nashik,Non-Autonomous,337,200,www.sandipfoundation.org,222551-1212,principal@sitrc.org,Mrs. Aruna Aher,222551-1212
5113,"Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology, Nashik",Nashik,"M. V. P. Campus, Gangapur Road, Shivaji Nagar, Nasik  422002",Nashik,Non-Autonomous,60,40,www.imrt.ac.in,2571650,imrt_mba@yahoo.co.in,Aher U.B.,2571650-201
5124,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon ",Nashik,"At. Post Babulgaon, Tal Yeola, Nashik",Nashik,Non-Autonomous,300,300,www.sndcoe.ac.in,225012,sndcoe.principal@gmail.com,Prof I. R. Shaikh,225011
5125,"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Nashik,"At / Po Chincholi, Tal. Sinnar, Nashik",Nashik,Non-Autonomous,260,150,www.svitnashik.in,271278-202,svit.nashik@pravara.in,Mr. Ghuge S L,271261-202
5130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Nashik,"Anjaneri Village, Trimbakeshwar, Dist.Nashik 422103",Nashik,Non-Autonomous,200,100,www.brahmavalley.com,220202-02594,princi.bvcoe@gmail.com,Mr. Pagar Samadhan S.,2464691-0253
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Nashik," A/P.Loni, Tal.Rahata  Dist.Ahmednagar ",Ahmednagar,Non-Autonomous,547,369,www.pravaraengg.org.in,273204-201,principal@pravaraengg.org.in,Mr. B. M. Pansare,273204-201
5160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Nashik,"Sahajanand Nagar, Po : Shingnapur, Tal : Kopargaon, Dist. Ahmednagar ",Ahmednagar,Autonomous,1150,350,www.sanjivanicoe.org.in,9130191301-101,principalcoe@sanjivani.org.in,Shri K.M. Bhavsar,222469-401
5161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Nashik,"vadgaon Gupta, Vilad Ghat, P.O.-MIDC, Ahmednagar ",Ahmednagar,Non-Autonomous,456,420,www.enggnagar.com,2777296-305,prin_coea@yahoo.com,Mr. A.T.Bhosale,2779496-305
5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Nashik,"P.O.: Sangamner Sakhar Karkhana, Tal : Sangamner, Dist. Ahmednagar",Ahmednagar,Non-Autonomous,1100,600,www.avcoe.org,259096-201,principal@avcoe.org, Prof. V. P. Waghe,259148-201
5164,"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nashik,"Poojya Sane Guruji Vidya Prasarak Mandal's, D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nandurbar,Non-Autonomous,200,200,www.coeshahada.ac.in,229649,principal@coeshahada.ac.in,Shri. D. N. Patil,229649
5167,"Sanjay Education Society's College of Engineering, Navalnagar",Nashik,"Navalnagar, Tal & Dist. Dhule ",Dhule,Non-Autonomous,200,50,www.sescoe.org,260238,coenavalnagar@gmail.com,Prof. P. R. Gawande ,260245
5168,"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Nashik,"Jivram Nagar, ,Nhavi Marg, PO:Faizpur(MSSK),  Dist. Jalgaon ",Jalgaon,Non-Autonomous,180,240,www.jtmcoef.ac.in,248256-113,jtmcoef@rediffmail.com,Pradip Vishnu Chaudhari,248179
5169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Nashik,"Nagaon At Post. Nagaon, Tal&Dist.  Dhule",Dhule,Non-Autonomous,300,100,www.gangamaiengg.org,243170,nagaonengg@rediffmail.com,Shri. J. F. Patil,243000
5170,"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Nashik,"Near Z.T.C Bhusawal, Dist. Jalgaon",Jalgaon,Non-Autonomous,600,200,www.ssgbcoet.com,221719-20,rps125@rediffmail.com,Dr R P Singh,221719-20
5171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Nashik,"Plot No.51, Dr. Ulhas Patil Nagar, Additional MIDC, Bhusawal Road, N.H.No.6, Jalgaon",Jalgaon,Non-Autonomous,100,100,engg.godavarifoundation.org,2212999-105,gcoe2008@gmail.com,Ishwar Shenfadu Jadhav,2213500-105
5172,"R. C. Patel Institute of Technology, Shirpur",Nashik,"Near Nimzari Naka, Shirpur Dist. Dhule",Dhule,Non-Autonomous,600,350,www.rcpit.ac.in,259600-201,registrar@rcpit.ac.in,Prashant Mahajan,259600
5173,"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,"Jain Gurukul, Neminagar, Chandwad Dist.  Nashik",Nashik,Non-Autonomous,300,250,www.snjb.org,205527,principalcoe@snjb.org,Mr. Jadhav M M,253752
5176,"G. H. Raisoni College of Engineering and Management, Ahmednagar",Nashik,"G.No.1030, At/Post-Chas,Nagar-Pune Road, Ahmednagar",Ahmednagar,Non-Autonomous,216,120,ghrcemahm.raisoni.net,2570123-202,ghrcemahm@raisoni.net,Mr.Sunil R.Dhobe,2570123-207
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Nashik,"At Post Eklahare, Taluka & District Nashik",Nashik,Non-Autonomous,200,80,www.mcoerc.org,2406600-01,gkkharate@rediffmail.com,Mr. Nagare Baban .T.,2406600
5179,"Vishwabharati Academy's College of Engineering, Ahmednagar",Nashik,"Sarola Baddi ,Jamkhed Road ,  Ahmednagar",Ahmednagar,Non-Autonomous,50,50,www.vacoea.com,2660033-201,principal_vacoea@yahoo.com,Mr.Bargale R.P.,2660033-201
5182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,"Sapkal Knowldege Hub,Kalyani Hills, Anjaneri- Wadholi, Tal. Trimbak, Nashik",Nashik,Non-Autonomous,180,100,www.sapkalknowledgehub.org,220175-000,gns_engineering@sapkalknowledgehub.org,Mr. Nitin G. Jaware,220175-2001
5183,"Shri Chhatrapati Shivaji College of Engineering, (Rahuri Factory), Tal.Rahuri, Dist.Ahmednagar",Nashik,"Shree Shivaji Nagar (Rahuri Factory), Tal. Rahuri,  Dist. Ahmednagar ",Ahmednagar,Non-Autonomous,150,100,www.scscoe.org,251200-21,scsc_eng@yahoo.in,Shri. Adhav Yogesh Janardhan,9156532111
5218,"A.J.M.V.P.S. Institute of Hotel Management & Catering Technology College, Ahmednagar",Nashik,"Lal Taki Road, Near Law College, Ahmednagar",Ahmednagar,Non-Autonomous,30,30,www.ihmct.in,2326778,ihmctajmvps@gmail.com,Idhate P. B.,2326778
5219,"Mahatama Gandhi Vidyamandir's College of Hotel Management & Catering Technology , Nashik",Nashik,"Mumbai-Agra Highway, Panchavati, Nashik",Nashik,Non-Autonomous,100,100,www.mgv.edu/hmct,2628281,mgvihmct@rediffmail.com,Aashok Ghumare,2628281
5220,"Pravara Rural Education Society's Padmashri Dr. Vittalrao Vikhe Patil Institute of Technology and Engineering Polytechnic ,Pravaranagar",Nashik,"A/P Loni Bk.-413 713, Taluka Rahata,Ahmednagar  413736",Ahmednagar,Non-Autonomous,310,180,www.pravara.in,272151,principal.polyloni@pravara.in,Shri. P.J. Dangat,273484
5223,"Mgts Mandal's Sharadchandrika Suresh Patil Institute Of Technology(Polytechnic), Chopda",Nashik,"Yawal Road, Chopda Jalgaon , 425107",Jalgaon,Non-Autonomous,300,250,www.polychopda.org,222100-222,0061principal@msbte.com,Shri.P.A.Deshmukh,222100-101
5225,"Shree Sant Muktabai Sansthan's Shri Sant Muktabai Institute of Technology, Jalgaon",Nashik,"B.J Nagar Pimparala Road, P.Box No 132, Jalgaon , 425001",Jalgaon,Non-Autonomous,0,0,www.muktaieducation.org,2250500,smitcollegejalgaon@gmail.com,Patil Diwakar Jijabrao ,2250776
5229,"Technical & Medical Education Society's J. T. Mahajan Polytechnic, Faizpur",Nashik,"Nhavimarg, Faizpur Jalgaon , 425524",Jalgaon,Non-Autonomous,300,240,www.jtmpoly.ac.in,248156-501,jtmpfaiz@gmail.com,Shri.Ramanlal Ghanashyam Mahajan,248556
5244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Nashik,"Bhujbal Knowledge City, Adgaon ,Nashik 422003",Nashik,Non-Autonomous,200,100,www.metbhujbalknowledgecity.ac.in,2555825-825,principal_iot@bkc.met.edu,S. N. PILLAI,2555825-825
5246,"Kai. Vanjibaba Gramin Vikas Mandal, Shantidevi Chavhan Institute of Engineering & Technology, Chalisgaon",Nashik,"Survey No. 94/3/1 & 2, At Post Bhoras, Tal Chalisagtion,  Jalgaon , 424101",Jalgaon,Non-Autonomous,50,50,www.sscpolycsn.com,257356,1004principal@msbte.com,PATIL S.H.,257357
5249,"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Nashik,"Survey No.227/2, Paldhi Bk, Next To North Maharashtra University, Tal-Dhamangaon, Dist:Jalgaon ",Jalgaon,Non-Autonomous,0,0,www.tspmjalgaon.com,202292,manojpatil9737@rediffmail.com,manoj patil,202292
5252,"The People Education Society's, Diploma College Of Enggineering & Technology,Jamkhed",Nashik,"Behind Police Line,Jamkhed Dist. Ahmednagar  413201",Ahmednagar,Non-Autonomous,0,0,www.pesjamkhed.com,221233,pesdcet@gmail.com,Dahale S.H,221222
5253,"Kisan Dnyanoday Mandal Gudhe's Dr. Uttamrao Mahajan Institute Of Engineering & Technology,Chalisgaon, Jalgaon",Nashik,"Gat No.140 2 A/1,140 2 A/2, Aurangabad Byepass Road, Chalisgaon Dist-Jalgaon 424101",Jalgaon,Non-Autonomous,100,100,www.kdmgsinstitutions.co.in,202252,1178principal@msbte.com,Dr. H. U. Mahajan,202252
5263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Nashik,"Dhanore Tal.Yeola, Dist.Nashik  423401",Nashik,Non-Autonomous,200,150,www.mityeola.in,267561,mityeola@gmail.com,Mr.R P Phad,267560
5264,"Mahatma Gandhi Vidyamandir's Institute Of Industrial & Pharmaceutical Technology, Nashik",Nashik,"MUMBAI-AGRA HIGHWAY, PANCHAVATI, NASHIK-422003 ",Nashik,Non-Autonomous,100,100,www.mgv.org.in,2511931-0253,mgv.iipt@gmail.com,Mr Ravindra Vishwanath Sonar,2628201-0253
5271,"Shri.Sant Muktabai  Santha's Institute  of Technology, Jalgaon",Nashik,"B.J.Nagar, Pimprala Road, P.O.Box No.132, Jalgaon 425001 (M.S.) ",Jalgaon,Non-Autonomous,0,0,www.muktaieducation.org,2250500,smitcollegejalgaon@gmail.com,Mr. D.J.Patil,2250776
5302,"Mahatma Gandhi Vidya Mandir Institute Of  Hotel Management And Catering Technology,Nashik",Nashik,"Panchavati,Mumbai-Agra Road, Nashik 422003",Nashik,Non-Autonomous,100,100,www.mgv.org.in,2628283,mgvdhmct@gmail.com,Mr Sanjay Keshav Kadwe,2628281
5330,"Pune Vidyarthi Griha's College Of Engineering, Nashik",Nashik,"206, Dindori Road, Near Meri, Mhasrul, Nashik",Nashik,Non-Autonomous,0,0,pvgcoenashik.org,6480036,pvgcoenashik@gmail.com,Mr S.N.Gunjal,6480003
5363,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Technology, Agastkhind, Tal Sinner",Nashik,"Srv. No. 2, At. Post Agastkhind, Tal Sinner Dist. Nashik 422502",Nashik,Non-Autonomous,150,50,www.sitp.co.in,02551304-262,1473principal@msbte.com,Akolkar Naresh Shashikant,02551304-262
5368,"Seva Shikshan Prasarak Mandal, Dr. N. J. Paulbudhe Institute of Technology, Narayandoho Tal Nagar, Ahmednagar
",Nashik,Gate No. 479 At. Post Narayandoho Tal Nagar Dist. Ahmednagar,Ahmednagar,Non-Autonomous,0,0,sspm.online.org.in,2030626-0241,polytech_paulbudhe@yahoo.in,MR. KARAMPURI R.S.,2030627-0241
5369,"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic , Dindori Road Cannol road ,MERI ,Nashik",Nashik,"Srv. No,.155 / 1A Dindori Road Cannol road MERI Nashik ",Nashik,Non-Autonomous,0,0,www.nitnasik.com,2024121,principal@nitnasik.com,Mr. JAGTAP M.P.,2629777
5372,"Godavari Foundation,Dr.Varsha Patil Institute of Technology, Jalgaon",Nashik,Jalgaon  425309,Jalgaon,Non-Autonomous,0,50,www.dvpit.in,77200899-38,dvpit2010@gmail.com,S.D.Bendale,77200899-28
5381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Nashik,"At Post Dondaicha, Dist. Dhule",Dhule,Non-Autonomous,0,0,www.jaytech.co,0256244123-02566,5381jaytech@gmail.com,MR SHAMKUMAR BHAVSAR,244123-02566
5382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Nashik,"Survey No. 162& 163, Nepti, Nagar Kalyan Road, Ahmednagar",Ahmednagar,Non-Autonomous,75,50,www.scoea.org,2568383,scsmcoe.anr@hotmail.com,Mr. M. B. Amrute,2568384
5384,"Shree Saibaba Institute of Engineering, Research & Allied Sciences, Rahta.",Nashik,"At Post Rahta, Taluka Rahata, Dist. Ahmednagar",Ahmednagar,Non-Autonomous,100,50,www.shrisaibabaengg.org,204580,shrisaibabaengg@gmail.com,Rohamare R.V.,204578
5385,"Akole Taluka Education Society,s Technical Campus, Akole, Ahmednagar",Nashik,"Akole, Tal. Akole, Dist. Ahmednagar",Ahmednagar,Non-Autonomous,0,0,www.atestc.com,221123,akole2011@gmail.com,Wakchaure Santosh Tukaram,95957577-00
5395,"Ashok Institute of Engineering & Technology(Polytechnic), Shrirampur.",Nashik,"Ashok Nagar, Tal.Shrirampur, Dist. Ahmednagar.413717",Ahmednagar,Non-Autonomous,100,80,www.ashokpolytechnic.org,246021,ashoktech_ashoknagar@yahoo.com,Thorat Sachin N,246021
5396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Nashik,"Gat No 166 Bambhori, Jalgaon",Jalgaon,Non-Autonomous,0,0,www.nmkcj.org,93714-62121,nmkcjalgaon49@gmail.com,Rohit C Patil,02588202-205
5401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Nashik,"Survey No.48, Gowardhan, Gangapur Road, Nashik.",Nashik,Non-Autonomous,50,50,www.jitnashik.edu.in,2970077,principaljitnashik@rediffmail.com,Mr. Jagdish V. Patil,2970077
5404,"Gurukul Education Society's Institute of Engineering & Technology, Nandgaon",Nashik,"S.No. 34/1B, & 34/2, At Phule Nagar, Post Nandgaon, Tal. & Dist. Nashik.",Nashik,Non-Autonomous,0,0,www.gurukulpolytechnic.org,243488,1607principal@msbte.com,MR.NILLESH S.VAIDYA,243488
5408,"Vidya Niketan College of Engineering, Bota Sangamner",Nashik,"Gat No. 670, Vidya Nagari, Pune Nashik Road, at post Bota, TalSangamner, Dist. Ahmednagar.",Ahmednagar,Non-Autonomous,160,160,www.vidyaniketanglobal.com,8600888433,vncoe.principal@gmail.com,SANDIP BHAIK,8600888433
5409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Nashik,"At Post Karjule Harya, Tal. Parner, Dist Ahmednagar",Ahmednagar,Non-Autonomous,100,50,www.rgcoe.org,295101,rajivgandhi.iot@gmail.com,Mr.Pawar Santosh Barku,9604049525
5411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Nashik,"Mansoora, Malegaon-Manmad Road, P.B.No.144, Malegaon, Nashik.",Nashik,Non-Autonomous,100,50,www.mmantc.in,02554,mmantc@gmail.com,Mr.Hamid Ajij Shaikh ,9970178118
5414,"Nikam Institute of Technology(Polytechnic),Dhule",Nashik,"Morane-Gondur byPass road,Gondur",Dhule,Non-Autonomous,50,30,www.nitgondur.org,297309,5414nikampoly@gmail.com,JITENDRA ANANDRAO SONAWANE,297309
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Nashik,"Khalsa Educational Complex, Guru Gobind Singh Marg, Nashik.",Nashik,Non-Autonomous,50,30,www.ggsf.edu.in,2372766,gcoerc.nashik@ggsf.edu.in,Manoj Koli,2372766
5419,"Mauli Institute of Technology (Polytechnic), Amalner, Dist. Jalgaon",Nashik,"Gut No.25/1/A, Dheku Road, Ambasan Dheku, Amalner, District Jalgaon. ",Jalgaon,Non-Autonomous,0,0,www.maulipoly.com,218200,maulipoly@gmail.com,MR.SWAPNIL PATIL,7588007270
5431,"Shri. Sai Institute of Technology, Amalner",Nashik,"Gat NO.15/1, Devli/Devgaon, Tal.Amalner, Dist Jalgaon.",Jalgaon,Non-Autonomous,0,0,shrisaiinstituteoftechnology.org,218312-02587,php_pune@rediffmail.com,Prakash H. Patil,9423479388
5449,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Nashik,"Survey No. 499/1, Plot No.2, Behind Gurudwara, Mumbai Agra Highway, Dhule",Dhule,Non-Autonomous,0,0,www.svkm-iot.ac.in,2562297801,IOTDhule@svkm.ac.in,Mr. Anmol Suryavanshi,2562297801
6004,"Government College of Engineering & Research, Avasari Khurd",Pune,"Avasari, Tal. Ambegaon. Dist. Pune",Pune,Non-Autonomous,430,230,www.gcoeara.ac.in,230582,gcoeara@gmail.com,"I/c Registrar, Shri. C.A. Suryawanshi",230582
6005,"Government College of Engineering, Karad",Pune,"Vidyanagar, Karad  Dist. Satara",Satara,Autonomous,440,220,www.gcekarad.ac.in,272414-201,principal@gcekarad.ac.in,Mr. D. Y. Peraspure,272415
6007,"Walchand College of Engineering, Sangli",Pune,"Walchand College of Engineering, Vishram Bagh, Sangli",Sangli,Autonomous,589,335,www.walchandsangli.ac.in,2303433,director@walchandsangli.ac.in,Dr. D. B. Kulkarni,2305506
6018,"Institute of Civil and Rural Engineering(aided), Gargoti, Kolhapur",Pune,"Hutatma Murlidhar Nagar, Gargoti, Kolhapur  416209",Kolhapur,Non-Autonomous,180,100,www.icregargoti.org,220069,icre_gargoti@rediffmail.com,Shri Bhoite P.D.,220249
6019,"Maharashtra  Institute of  Printing Technology(Aided), Pune",Pune,"1786, Sadashiv Peth Pune , 411030",Pune,Non-Autonomous,100,0,www.pvgmipt.ac.in,24479058-214,mipt.pvg@gmail.com,Mr.A.B.Mahadik,24470573-214
6020,"Cusrow Wadia Institute of Technology( Aided ), Pune ",Pune,"19, Bundgarden Rd.,Pune Pune , 411001",Pune,Autonomous,60,30,www.cwitpune.com,26164814-101,cwitpune@rediffmail.com,Shri S. R. Abnave,26161310
6027,"Maharashtra State Institute of Hotel Management & Catering Technology,Pune",Pune,"412-C, Shivaji Nagar, Pune , 411016",Pune,Autonomous,0,0,www.msihmctpune.edu.in,25677189-207,office.msihmcpune@dtemaharashtra.gov.in,Mrs. Sunita Jagtap,25676640
6028,"Department of Technology, Shivaji University, Kolhapur",Pune,"Vidyanagar, Kolhapur",Kolhapur,Non-Autonomous,250,250,www.unishivaji.ac.in,2605970,director.tech@unishivaji.ac.in,Dr.V.D.Nandavadekar,2605972
6113,"Sinhgad Technical Education Society's Sinhgad Institute of Management, Vadgaon (Budruk), Pune",Pune,"S. No. 44/1, Opp Sinhagad Road, Vadgaon (Budruk), Pune  411041",Pune,Non-Autonomous,250,120,www.sinhgad.edu,24356592,director_siom@sinhgad.edu,Mrs.Rupali Warokar,24355531
6137,"Vidya Pratishthan Institute of Information Technology, Baramati, Pune",Pune,"Vidyanagari, Bhigwan Road, Baramati Dist. Pune  413133",Pune,Non-Autonomous,132,195,www.viitindia.org,239555,info@viitindia.org,Mr. Sanjay Jagtap,239555
6139,"Progressive Education Society's Modern College of Engineering, Pune",Pune,"P.E.S. Modern College of Engineering, 1186 A, Shivajinagar, Off. J.M. Road, Pune ",Pune,Non-Autonomous,20,40,www.moderncoe.edu.in,25533638-202,pesmcoe@gmail.com,Mr. D. D. Gangurde,25533638-202
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Pune,"S. No. 80/3, Mumbai Pune Bypass Highway,  Tathawade,Tal-Munshi, Dist. Pune",Pune,Autonomous,350,450,www.jspmrscoe.edu.in,67127777-208,rscoe@jspm.edu.in,Dr. Amey A Choudhari,9822746067
6144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Pune,"Survey No. 25/1/3, Infront of Chatrapati Shivaji Sports Stadium, Balewadi, Tal. Haveli, Dist. Pune",Pune,Non-Autonomous,0,300,www.gsmozecoe.org,27390500,ratnaraj.jambi@gmail.com,Ratna Raja Kumar,27390064
6145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Pune,"S. No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune",Pune,Non-Autonomous,50,300,www.jspm.edu.in,26970886-401,drmgjadhav@gmail.com,Gawade J.R.,26970983-401
6146,"MIT Academy of Engineering,Alandi, Pune",Pune,"Alandi (D) Tal. Khed, Dist. Pune",Pune,Autonomous,300,76,www.mitaoe.ac.in,30253500,principal@maepune.ac.in,Mr. Manoj N Bade,30253600
6148,"MAEER's M.I.T. College of Engineering , Kothrud, Pune",Pune,"S.No. 124, Ex. Serviceman Colony, MIT College Campus, Paud Road, Kothrud, Pune",Pune,Non-Autonomous,110,165,www.mitcoe.edu.in,30273400-3732,principal@mitcoe.edu.in,Mr. Yogesh B. Shedge,30273400-3795
6149,"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",Pune,"Chakan Talegaon Road, At Post Sudumbare, Tal. Maval Dist. Pune",Pune,Non-Autonomous,500,200,www.siddhantcoe.edu.in,661904-104,engineeringprincipal@gmail.com,Miss Babar.D.R,661966-101
6151,"Maharashtra Institute of Technology, Kothrud, Pune",Pune,"Paud Road,Survey No. 124, Ex-Servicemen Colony Paud Road, Kothrud, Pune",Pune,Non-Autonomous,280,160,www.mitpune.com,30273400-020,mit@mitpune.com,ABHAY BIRARI,30273456-020
6155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Pune,"Gat No. 1200 , Domkhel Road, Wagholi,Tal-Haveli, Dist. Pune",Pune,Autonomous,300,240,ghrcem.raisoni.net,9921580670,ghrcem.pune@raisoni.net,Mr. S. H. Karande,9921580670
6160,"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Pune,"Gat No. 720/2, Pune-Ahmadnagar Road, Wagholi, Tal- Haveli,  Dist. Pune",Pune,Non-Autonomous,0,300,www.jspmicoer.edu.in,67335100-200,principal@jspmicoer.edu.in,Dr . A. W. Dhawale,67335102
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Pune,"Sector 26, Pradhikaran,  Nigdi Pradhikaran, Pune ",Pune,Non-Autonomous,387,250,www.pccoepune.com,27653168-102,pccoeadmin@gmail.com,Mr. P. S. Patil,27653168-102
6176,"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Pune,"Gat No.1200, Navin Wagholi, Tal. Haveli  Dist. Pune",Pune,Non-Autonomous,300,240,ghriet.raisoni.net,9604787186,r.kharadkar@raisoni.net,Prof Hate Sudhir ,9604787185
6177,"Sinhgad College of Engineering, Vadgaon (BK), Pune",Pune,"44/1, Vadgaon,(bk) off Sinhgad Road Pune ",Pune,Non-Autonomous,2500,2000,www.sinhgad.edu,24100000-301,principal.scoe@sinhgad.edu,V D Tayade,24354705
6178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Pune,"S. No. 44/1, Vadgaon(bk) off Sinhgad Road, Pune",Pune,Non-Autonomous,275,225,www.sinhgad.edu,24354938,principal.skncoe@sinhgad.edu,KAVITA SHIRISH BORGAVE,24354938
6179,"Indira College of Engineering & Management, Pune",Pune,"Survey No.64,65,Gat No.276, At Post Parandwadi, Near Somatne Phata, Tal- Maval Dist. Pune",Pune,Non-Autonomous,198,72,www.indiraicem.ac.in,661500-521,principal@indiraicem.ac.in,Mr.Gajanan T. Adke,661500-666
6183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Pune,"Sharad Campus Pimpal, Jagtap Road A/P, Koregaon Bhima Tal-Shirur, Pune",Pune,Non-Autonomous,336,336,www.alameencoe.com,646015-10,alameenpune@gmail.com,SHAIKH TANVEER SABIR,646010
6184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Pune,"S.No. 25/27, Pisoli, Tal.Haveli Dist. Pune",Pune,Non-Autonomous,200,0,www.kjei.edu.in,8446041199,trinitycoe@gmail.com,Mr.Prashant Renushe,8446041199
6185,"Sinhagad Institute of Technology, Lonavala",Pune,"Gat No.309/310/314, Pune-Mumbai Express Highway, kasgaon(BK), Lonavala Pune , 410401",Pune,Non-Autonomous,3000,1500,www.sinhgad.edu,673356,principal_sit@sinhgad.edu,D R RAUT,673353
6187,"Sinhgad Academy of Engineering, Kondhwa (BK)  Kondhwa-Saswad Road, Pune",Pune,"S.No.40/4A, Kondhwa(BK), Kondhwa-Saswad Road, Pune ",Pune,Non-Autonomous,450,400,www.sinhgad.edu,26934441,saeprincipal@sinhagad.edu,S.N. Kamat,26934550
6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,"Survey No.35, Plot No. 5/6, Lohgaon Tal. Haveli Dist. Pune",Pune,Non-Autonomous,96,192,www.mmit.edu.in,7447786623,principal@mmit.edu.in,Uday Wankhede,9049008003
6206,"Pune District Education  Association's College of Engineering, Pune",Pune,"Hadapsar-Manjari Road, Manjari(BK),Dist. Pune ",Pune,Non-Autonomous,135,100,www.pdeacoem.org,26996275,coem@pdeapune.org,VAIDYA M C,26996625
6207,"Dr. D. Y. Patil Vidya Pratishthan Society’s Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Pune,"Sant Tukaram Nagar, Pimpri, Pune“",Pune,Non-Autonomous,100,200,www.engg.dypvp.edu.in,27421095-7312,info.engg@dypvp.edu.in,Mr. Babasaheb Powar (Office-Superintendent),27421096-7312
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Pune,"Rajaramnagar, A/p. Sakhrale, Tal: Walwa   Dist. Sangli ",Sangli,Autonomous,650,250,www.ritindia.edu,220329,director@ritindia.edu,Mrs. Sarika D. Patil ,221001
6220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Pune,"P.O. Box No. 54, Gopalpur - Ranjani Road,   Gopalpur,  Pandharpur Dist. Solapur",Solapur,Non-Autonomous,700,340,www.sveri.ac.in,7767003431,coe@sveri.ac.in,Mr. R. G. Zarkar ,9545553737
